id,type,latitude,longitude,date,killedOrWounded,droneCount,killed,wounded,casualtyKnown,titleEN,titleFR,descriptionEN,descriptionFR,sources,imageUrl,imageCaptionEN,imageCaptionFR,videoUrl,videoCaption,department,commune,sectionCommunale,locality,identifiant
59,incident,18.45088768,-72.29759216,2025-07-25,0,1,0,0,FALSE,1 explosive drone in Via,1 drone explosif à Via,PNH units used explosive drones against members of GCO 5 segonn during an operation aimed at dislodging them of the positions occupées.,Des unités de la PNH ont utilisé des drones explosifs contre des membres de GCO 5 segonn lors d’une opération visant à les déloger des positions occupées.,,,,,,,Ouest,Kenscoff,3e Section Sourcailles,Via,hti:17aba5bd
60,incident,18.44772911,-72.30667877,2025-07-31,0,2,0,0,FALSE,2 explosive drones in Godet,2 drones explosifs à Godet,"PNH units launched several explosive drones against members of a GCO alliance, including 5 Segonn holed up in hard-to-reach areas.","Des unités de la PNH ont lancé plusieurs drones explosifs contre des membres d’une alliance de GCO, dont 5 Segonn retranchés dans des zones difficilement accessibles.",,,,,,,Ouest,Kenscoff,3e Section Sourcailles,Godet,hti:141e3c72
61,incident,18.52422714,-72.34825134,2025-07-31,0,1,0,0,FALSE,1 explosive drone in Carrefour Feuilles,1 drone explosif à Carrefour Feuilles,PNH units used a explosive drone to strike of the members of GCO Gran Ravin holed up in mountainous areas.,Des unités de la PNH ont utilisé un drone explosif pour frapper des membres du GCO Gran Ravin retranchés dans des zones montagneuses.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Carrefour Feuilles,hti:80532ea6
62,incident,18.53350449,-72.3385849,2025-07-31,0,5,0,0,FALSE,5 explosive drones in Bas Peu De Choses,5 drones explosifs à Bas Peu De Choses,"Specialised PNH units launched at least five explosive-laden drones against members of GCO, including 5 Segonn.","Des unités spécialisées de la PNH ont lancé au moins cinq drones à charge explosive contre des membres du GCO, dont 5 Segonn.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:eef1619c
63,incident,18.53350449,-72.3385849,2025-08-03,0,2,0,0,FALSE,2 explosive drones in Bas Peu De Choses,2 drones explosifs à Bas Peu De Choses,"Specialised PNH units carried out a targeted strike using explosive drones against members of GCO, including 5 Segonn. The operation aimed à déloger these individuals holed up in abandoned homes, used as tactical fallback positions.","Des unités spécialisées de la PNH ont procédé à une frappe ciblée à l’aide de drones explosifs contre des membres du GCO, dont 5 Segonn. L’opération visait à déloger ces individus retranchés dans des habitations abandonnées, utilisées comme postes de repli tactique.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:57210f82
64,incident,18.53879738,-72.34369659,2025-08-07,0,3,0,0,FALSE,3 explosive drones in Morne à Tuf,3 drones explosifs à Morne à Tuf,Haitian National Police (PNH) units struck members of GCO 5 Segonn using of explosive drones during an operation.,Des unités de la Police Nationale d’Haïti (PNH) ont frappé des membres du GCO 5 Segonn à l’aide de drones explosifs lors d’une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:1004d193
65,incident,18.52661896,-72.35037994,2025-08-07,0,2,0,0,FALSE,2 explosive drones in Fort-Mercredi,2 drones explosifs à Fort-Mercredi,PNH units launched several explosive drones toward d’a base of GCO Gran Ravin.,Des unités de la PNH ont lancé plusieurs drones explosifs en direction d’une base du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Fort-Mercredi,hti:5acb5ac4
66,incident,18.52924156,-72.32738495,2025-08-07,0,2,0,0,FALSE,2 explosive drones in Pacot,2 drones explosifs à Pacot,"PNH units deployed plusieurs explosive drones to strike of the members of GCO Gran Ravin. The latter, falling back toward hard-to-reach areas, have been targeteds by the forces of l’ordre who have lancé the drones from their positions in an effort to reach them.","Des unités de la PNH ont déployé plusieurs drones explosifs pour frapper des membres du GCO Gran Ravin. Ces derniers, en repli vers des zones difficilement accessibles, ont été ciblés par les forces de l’ordre qui ont lancé les drones depuis leurs positions dans le but de les atteindre.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:ab1695d9
67,incident,18.5256958,-72.34008026,2025-08-11,16,5,9,7,TRUE,"9 killed, 7 wounded in Carrefour-Feuilles","9 tués, 7 blessés à Carrefour-Feuilles",PNH officers opened fire on of the members of GCO Gran Ravin. At least 5 drones were launched in the area. At least 7 members of GCO were wounded and 9 autres tués.,Des agents de la PNH ont ouvert le feu contre des membres du GCO Gran Ravin. Au moins 5 drones ont été lancés dans la zone. Au moins 7 membres du GCO ont été blessés et 9 autres tués.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Carrefour-Feuilles,hti:56b5c328
68,incident,18.52422714,-72.34825134,2025-08-11,0,2,0,0,FALSE,2 explosive drones in Carrefour Feuilles,2 drones explosifs à Carrefour Feuilles,PNH units carried out an operation during which elles have used explosive drones against members of GCO Gran Ravin. The intervention aimed à chasser these individuals d’a neighbourhood qu’ils occupent for more than four months.,Des unités de la PNH ont mené une opération au cours de laquelle elles ont utilisé des drones explosifs contre des membres du GCO Gran Ravin. Cette intervention visait à chasser ces individus d’un quartier qu’ils occupent depuis plus de quatre mois.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Carrefour Feuilles,hti:cf551f70
69,incident,18.53722954,-72.35466003,2025-08-12,0,1,0,0,FALSE,1 explosive drone in Village de Dieu,1 drone explosif à Village de Dieu,"Haitian National Police (PNH) units deployed at least a explosive drone toward the GCO base 5 Segonn, as part of an operation targeted.","Des unités de la Police Nationale d’Haïti (PNH) ont déployé au moins un drone explosif en direction de la base du GCO 5 Segonn, dans le cadre d’une opération ciblée.",,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:e2053c54
70,incident,18.53350449,-72.3385849,2025-08-14,0,2,0,0,FALSE,2 explosive drones in Bas Peu De Choses,2 drones explosifs à Bas Peu De Choses,Specialised PNH units launched at least two explosive drones against members of GCO 5 Segonn.,Des unités spécialisées de la PNH ont lancé au moins deux drones explosifs contre des membres du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:77a5081f
71,incident,18.52639771,-72.35605621,2025-08-15,0,1,0,0,FALSE,1 explosive drone in Grand Ravine,1 drone explosif à Grand Ravine,PNH officers launched at least 1 explosive drone toward the GCO base Gran Ravin.,Des agents de la PNH ont lancé au moins 1 drone explosif en direction de la base du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Grand Ravine,hti:960a23a5
72,incident,18.43814087,-72.27217865,2025-08-16,0,2,0,0,FALSE,2 explosive drones in Obléon,2 drones explosifs à Obléon,"PNH units launched at least two explosive drones toward of members of GCO 5 Segonn holed up in a house. The house, used as a hideout by group members, was targeted and surrounded by security forces.","Des unités de la PNH ont lancé au moins deux drones explosifs en direction de membres du GCO 5 Segonn retranchés dans une maison. Celle-ci, utilisée comme cachette par les membres du groupe, a été ciblée et encerclée par les forces de l’ordre.",,,,,,,Ouest,Kenscoff,3e Section Sourcailles,Obléon,hti:c3d3e1fe
73,incident,18.44948387,-72.28664398,2025-08-19,9,1,2,7,TRUE,"2 killed, 7 wounded in Kenscoff","2 tués, 7 blessés à Kenscoff",PNH units launched a explosive drone and l'explosion of ce dernier à proximité of the base of the SWAT a killed two SWAT members and wounded seven others. The drone was aimed at the members of GCO 5 Segonn présents in the area.,Des unités de la PNH ont lancé un drone explosif et l'explosion de ce dernier à proximité de la base du SWAT a entraîné la mort de 2 membres du SWAT et blessé 7 autres. L'utilisation de ce drone visait les membres du GCO 5 Segonn présents dans la zone.,,,,,,,Ouest,Kenscoff,3e Section Sourcailles,Kenscoff,hti:40e2b02a
74,incident,18.54732704,-72.33959198,2025-08-22,0,1,0,0,FALSE,1 explosive drone in Port-au-Prince,1 drone explosif à Port-au-Prince,PNH officers launched a explosive drone against GCO Gran Ravin and 5 Segonn présents in the area.,Des agents de la PNH ont lancé un drone explosif contre les GCO Gran Ravin et 5 Segonn présents dans la zone.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Port-au-Prince,hti:c67664b4
75,incident,18.53722954,-72.35466003,2025-08-24,0,1,0,0,FALSE,1 explosive drone in Village de Dieu,1 drone explosif à Village de Dieu,Specialised PNH units struck the base of GCO 5 Segonn using d’a explosive drone. The exact number of victims and the scale of the material damage remains unclear.,Des unités spécialisées de la PNH ont frappé la base du GCO 5 Segonn à l’aide d’un drone explosif. Le nombre exact de victimes ainsi que l’ampleur des dommages matériels reste imprécis.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:ac654fbf
76,incident,18.52661896,-72.35037994,2025-08-24,0,1,0,0,FALSE,1 explosive drone in Fort-Mercredi,1 drone explosif à Fort-Mercredi,Specialised PNH units launched at least a explosive drone ciblant the GCO base Gran Ravin.,Des unités spécialisées de la PNH ont lancé au moins un drone explosif ciblant la base du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Fort-Mercredi,hti:b3263170
77,incident,18.53879738,-72.34369659,2025-08-27,0,5,0,0,FALSE,5 explosive drones in Morne à Tuf,5 drones explosifs à Morne à Tuf,PNH officers launched at least five explosive drones visant the members of GCO 5 Segonn and Gran Ravin. Aucun coup of feu n’a been entendu in the area to the moment of l’attaque.,Des agents de la PNH ont lancé au moins cinq drones explosifs visant les membres du GCO 5 Segonn et de Gran Ravin. Aucun coup de feu n’a été entendu dans la zone au moment de l’attaque.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:e5607d00
78,incident,18.53350449,-72.3385849,2025-08-28,0,2,0,0,FALSE,2 explosive drones in Bas Peu De Choses,2 drones explosifs à Bas Peu De Choses,PNH officers launched at least two explosive drones on of the members of GCO 5 Segonn and Gran Ravin.,Des agents de la PNH ont lancé au moins deux drones explosifs sur des membres du GCO 5 Segonn et de Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:7c8e158a
79,incident,18.53350449,-72.3385849,2025-08-31,0,9,0,0,FALSE,9 explosive drones in Bas Peu De Choses,9 drones explosifs à Bas Peu De Choses,PNH units launched at least nine explosive drones against members of the GCO groups Gran Ravin and 5 Segonn.,Des unités de la PNH ont lancé au moins neuf drones explosifs contre les membres des GCO Gran Ravin et 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:04904d97
80,incident,18.53722954,-72.35466003,2025-08-31,0,1,0,0,FALSE,1 explosive drone in Village de Dieu,1 drone explosif à Village de Dieu,"Specialised PNH units launched at least two explosive drones toward of the GCO base 5 Segonn. During the strike, no gunfire was heard in the area.","Des unités spécialisées de la PNH ont lancé au moins deux drones explosifs en direction de la base du GCO 5 Segonn. Lors de la frappe, aucun coup de feu n’a été entendu dans la zone.",,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:19be65d3
81,incident,18.52661896,-72.35037994,2025-08-31,0,1,0,0,FALSE,1 explosive drone in Fort-Mercredi,1 drone explosif à Fort-Mercredi,Specialised PNH units carried out a strike against the GCO base Gran Ravin using of explosive drones.,Des unités spécialisées de la PNH ont mené une frappe contre la base du GCO Gran Ravin à l’aide de drones explosifs.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Fort-Mercredi,hti:b1224e21
82,incident,18.53879738,-72.34369659,2025-08-31,0,2,0,0,FALSE,2 explosive drones in Morne à Tuf,2 drones explosifs à Morne à Tuf,Specialised PNH units launched at least two explosive drones visant of the members of GCO 5 Segonn and Gran Ravin.,Des unités spécialisées de la PNH ont lancé au moins deux drones explosifs visant des membres du GCO 5 Segonn et de Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:b1b1b7a7
83,incident,18.54732704,-72.33959198,2025-09-02,0,1,0,0,FALSE,1 explosive drone in Port-au-Prince,1 drone explosif à Port-au-Prince,"Specialised PNH units launched at least a explosive drone towards members of GCO Gran Ravin, during an operation targeted.","Des unités spécialisées de la PNH ont lancé au moins un drone explosif en direction des membres du GCO Gran Ravin, lors d’une opération ciblée.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Port-au-Prince,hti:14b196cb
84,incident,18.52700233,-72.37408447,2025-09-02,0,2,0,0,FALSE,2 explosive drones in Fontamara,2 drones explosifs à Fontamara,"Specialised PNH units launched explosive drones, ciblant the members of GCO Tibwa during an operation.","Des unités spécialisées de la PNH ont lancé des drones explosifs, ciblant les membres du GCO Tibwa lors d’une opération.",,,,,,,Ouest,Carrefour,9e Section Bizoton,Fontamara,hti:3f4197a4
85,incident,18.53722954,-72.35466003,2025-09-02,0,2,0,0,FALSE,2 explosive drones in Village de Dieu,2 drones explosifs à Village de Dieu,"Specialised PNH units struck the base of GCO 5 Segonn using of explosive drones, ciblant ses members.","Des unités spécialisées de la PNH ont frappé la base du GCO 5 Segonn à l’aide de drones explosifs, ciblant ses membres.",,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:5a0759c0
86,incident,18.53350449,-72.3385849,2025-09-03,0,2,0,0,FALSE,2 explosive drones in Bas Peu De Choses,2 drones explosifs à Bas Peu De Choses,PNH units launched two explosive drones ciblant the members of GCO Gran Ravin and 5 Segonn.,Des unités de la PNH ont lancé deux drones explosifs ciblant les membres du GCO Gran Ravin et 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:67ab7afc
87,incident,18.52422714,-72.34825134,2025-09-03,0,1,0,0,FALSE,1 explosive drone in Carrefour Feuilles,1 drone explosif à Carrefour Feuilles,Specialised PNH units launched at least a explosive drone toward members of GCO Gran Ravin.,Des unités spécialisées de la PNH ont lancé au moins un drone explosif en direction de membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Carrefour Feuilles,hti:e72854ee
88,incident,18.53350449,-72.3385849,2025-09-06,4,1,4,0,TRUE,4 killed in Bas Peu De Choses,4 tués à Bas Peu De Choses,"PNH officers launched a explosive drone towards members of GCO 5 Segonn. The device exploded on a pickup truck and a motorcycle, killing at least four civils. Of the material damage have also been enregistrés.","Des agents de la PNH ont lancé un drone explosif en direction des membres du GCO 5 Segonn. L’engin a explosé sur une camionnette et une motocyclette, causant la mort d’au moins quatre civils. Des dommages matériels ont également été enregistrés.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:7affee97
89,incident,18.53722954,-72.35466003,2025-09-08,0,2,0,0,FALSE,2 explosive drones in Village de Dieu,2 drones explosifs à Village de Dieu,PNH officers launched at least two explosive drones ciblant the GCO base 5 Segonn.,Des agents de la PNH ont lancé au moins deux drones explosifs ciblant la base du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Village de Dieu,hti:9b7c1021
90,incident,18.53350449,-72.3385849,2025-09-15,0,3,0,0,FALSE,3 explosive drones in Bas Peu De Choses,3 drones explosifs à Bas Peu De Choses,Of the members of the Task Force have used a explosive drone in downtown against positions of the members of GCO 5 Segonn/Gran Ravin.,Des membres de la Task Force ont fait usage d'un drone explosif au centre-ville contre des positions des membres du GCO 5 Segonn/Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:0b7b878c
91,incident,18.5359478,-72.34178162,2025-09-15,3,4,0,3,TRUE,3 wounded in Bas Peu De Choses,3 blessés à Bas Peu De Choses,PNH officers launched an operation against the positions of the members of the GCO groups of Gran Ravin and of 5 Segonn in downtown. At least 4 explosive drones were used and at least three members of GCO were wounded.,Des membres de la PNH ont lancé une opération contre les positions des membres des GCO de Gran Ravin et de 5 Segonn au centre-ville. Au moins 4 drones explosifs ont été utilisés et au moins trois membres de GCO ont été blessés.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:b64f10ac
92,incident,18.56720543,-72.31924438,2025-09-20,31,1,16,15,TRUE,"16 killed, 15 wounded in Simon-Pelé","16 tués, 15 blessés à Simon-Pelé","Specialised PNH Task Force units launched a explosive drone into a crowd gathered to celebrate the birthday of GCO Simon Pelé’s leader. L’explosion a fait at least sixteen morts, fifteen woundeds, including three children and nine women.","Des unités spécialisées de la PNH (Task Force) ont lancé un drone explosif dans une foule réunie pour célébrer l’anniversaire du chef du GCO Simon Pelé. L’explosion a fait au moins seize morts, quinze blessés, parmi lesquels figurent trois enfants, neuf femmes.",,,,,,,Ouest,Delmas,1re Section St Martin,Simon-Pelé,hti:e71885b8
93,incident,18.52924156,-72.32738495,2025-09-25,0,2,0,0,FALSE,2 explosive drones in Pacot,2 drones explosifs à Pacot,Specialised PNH units launched at least two explosive drones ciblant of the members of GCO Gran Ravin.,Des unités spécialisées de la PNH ont lancé au moins deux drones explosifs ciblant des membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:86530761
94,incident,18.55572891,-72.31098938,2025-10-05,0,2,0,0,FALSE,2 explosive drones in Delmas 19,2 drones explosifs à Delmas 19,Specialised PNH units launched at least two explosive drones toward of the members of GCO Simon Pelé.,Des unités spécialisées de la PNH ont lancé au moins deux drones explosifs en direction des membres du GCO Simon Pelé.,,,,,,,Ouest,Delmas,1re Section St Martin,Delmas 19,hti:200d2163
95,incident,18.53081512,-72.33481598,2025-10-08,0,1,0,0,FALSE,1 explosive drone in Avenue Christophe,1 drone explosif à Avenue Christophe,Specialised Task Force units launched a explosive drone towards members of GCO Gran Ravin.,Des unités spécialisées de la Task Force ont lancé un drone explosif en direction des membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Avenue Christophe,hti:547fd44b
96,incident,18.52147675,-72.32920074,2025-10-08,0,1,0,0,FALSE,1 explosive drone in Ti Savanne -Trantin,1 drone explosif à Ti Savanne -Trantin,"Specialised Task Force units launched a explosive drone ciblant of the members, which nearly hit civilians nearby.","Des unités spécialisées de la Task Force ont lancé un drone explosif ciblant des membres, qui a failli atteindre des civils se trouvant à proximité.",,,,,,,Ouest,Port-au-Prince,2e Section Morne l'Hopital,Ti Savanne -Trantin,hti:63c5195e
97,incident,18.53381348,-72.33715057,2025-10-08,0,3,0,0,FALSE,3 explosive drones in Port-au-Prince,3 drones explosifs à Port-au-Prince,Specialised PNH units launched at least three explosive drones toward of the members of the GCO groups Gran Ravin and 5 Segonn.,Des unités spécialisées de la PNH ont lancé au moins trois drones explosifs en direction des membres des GCO Gran Ravin et 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Port-au-Prince,hti:b6ac9247
98,incident,18.53334999,-72.33863831,2025-10-09,0,4,0,0,FALSE,4 explosive drones in Bas Peu De Choses,4 drones explosifs à Bas Peu De Choses,Specialised Task Force units deployed at least four explosive drones in an attempt to push back the members of GCO 5 Segonn and Gran Ravin.,Des unités spécialisées de la Task Force ont déployé au moins quatre drones explosifs afin de tenter de repousser les membres du GCO 5 Segonn et Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:10252fee
99,incident,18.55024338,-72.33978271,2025-10-09,0,1,0,0,FALSE,1 explosive drone in Bel Air,1 drone explosif à Bel Air,"Specialised Task Force units launched at least a explosive drone towards members of GCO Bel-Air, as part of an operation.","Des unités spécialisées de la Task Force ont lancé au moins un drone explosif en direction des membres du GCO Bel-Air, dans le cadre d’une opération.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bel Air,hti:30811b4c
100,incident,18.53286171,-72.33731842,2025-10-10,0,1,0,0,FALSE,1 explosive drone in Bas Peu De Choses,1 drone explosif à Bas Peu De Choses,"Task Force officers deployed at least a explosive drone towards members of GCO 5 Segonn, à the suite d’exchanges of fire intenses survenus during an operation.","Des agents de la Task Force ont déployé au moins un drone explosif en direction des membres du GCO 5 Segonn, à la suite d’échanges de tirs intenses survenus lors d’une opération.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:8b9bca45
101,incident,18.52924156,-72.32738495,2025-10-10,0,1,0,0,FALSE,1 explosive drone in Pacot,1 drone explosif à Pacot,Specialised Task Force units launched at least a explosive drone towards members of GCO Gran Ravin.,Des unités spécialisées de la Task Force ont lancé au moins un drone explosif en direction des membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:be1cd123
102,incident,18.53587151,-72.33977509,2025-10-11,0,1,0,0,FALSE,1 explosive drone in Morne à Tuf,1 drone explosif à Morne à Tuf,Specialised Task Force units deployed at least a explosive drone ciblant the members of the groupes GCO 5 Segonn and Gran Ravin.,Des unités spécialisées de la Task Force ont déployé au moins un drone explosif ciblant les membres des groupes GCO 5 Segonn et Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:40181cc9
103,incident,18.52422714,-72.34825134,2025-10-12,0,2,0,0,FALSE,2 explosive drones in Carrefour Feuilles,2 drones explosifs à Carrefour Feuilles,Officers from the specialised Task Force unit launched at least two explosive drones ciblant the members of GCO Gran Ravin.,Des agents de l’unité spécialisée Task Force ont lancé au moins deux drones explosifs ciblant les membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,3e Section Martissant,Carrefour Feuilles,hti:8ee7a6dc
104,incident,18.53376961,-72.33000946,2025-10-13,0,1,0,0,FALSE,1 explosive drone in Turgeau,1 drone explosif à Turgeau,Officers from the specialised Task Force unit deployed a explosive drone visant of the members of GCO Gran Ravin holed up in homes situées à proximité of the civilian population.,Des agents de l’unité spécialisée de la Task Force ont déployé un drone explosif visant des membres du GCO Gran Ravin retranchés dans des habitations situées à proximité de la population civile.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Turgeau,hti:0602309c
105,incident,18.53174973,-72.33973694,2025-10-13,0,2,0,0,FALSE,2 explosive drones in Bas Peu De Choses,2 drones explosifs à Bas Peu De Choses,Officers from the specialised Task Force unit launched at least two drones toward of the members of GCO 5 Segonn and Gran Ravin.,Des agents de l’unité spécialisée de la Task Force ont lancé au moins deux drones en direction des membres du GCO 5 Segonn et Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:21b05bf9
106,incident,18.53382301,-72.33716583,2025-10-14,0,1,0,0,FALSE,1 explosive drone in Bas Peu De Choses,1 drone explosif à Bas Peu De Choses,Specialised Task Force units deployed at least a explosive drone visant of the members of the GCO groups Gran Ravin and 5 Segonn.,Des unités spécialisées de la Task Force ont déployé au moins un drone explosif visant des membres des GCO Gran Ravin et 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Bas Peu De Choses,hti:b992b843
107,incident,18.52924156,-72.32738495,2025-10-20,0,1,0,0,FALSE,1 explosive drone in Pacot,1 drone explosif à Pacot,"Task Force officers deployed at least a explosive drone towards members of GCO 5 Segonn, à the suite d’exchanges of fire survenus in the morning.","Des agents de la Task Force ont déployé au moins un drone explosif en direction des membres du GCO 5 Segonn, à la suite d’échanges de tirs survenus dans la matinée.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:5024aef5
108,incident,18.53201866,-72.33316803,2025-10-22,0,1,0,0,FALSE,1 explosive drone in Pacot,1 drone explosif à Pacot,"Specialised Task Force units launched at least a drone toward members of the GCO groups Gran Ravine and 5 Segonn, holed up in homes.","Des unités spécialisées de la Task Force ont lancé au moins un drone en direction de membres des GCO Gran Ravine et 5 Segonn, retranchés dans des habitations.",,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Pacot,hti:0c992cc4
109,incident,18.53360176,-72.33926392,2025-10-22,10,2,10,0,TRUE,10 killed in Avenue Christophe,10 tués à Avenue Christophe,Specialised Task Force units deployed two explosive drones to strike of the members of the GCO groups Gran Ravine and 5 Segonn during an operation. At least ten suspected members of these groups were shot dead.,Des unités spécialisées de la Task Force ont déployé deux drones explosifs pour frapper des membres des GCO Gran Ravine et 5 Segonn lors d’une opération. Au moins dix présumés membres de ces groupes ont été abattus.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Avenue Christophe,hti:d22bedcd
110,incident,18.54006958,-72.34562683,2025-10-30,0,2,0,0,FALSE,2 explosive drones in Centre-Ville,2 drones explosifs à Centre-Ville,Specialised Task Force units deployed at least two explosive drones ciblant of the members of GCO Gran Ravin.,Des unités spécialisées de la Task Force ont déployé au moins deux drones explosifs ciblant des membres du GCO Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:eb72b101
111,incident,18.54732704,-72.33959198,2025-11-02,0,1,0,0,FALSE,1 explosive drone in Port-au-Prince,1 drone explosif à Port-au-Prince,Specialised Task Force units launched at least a explosive drone against positions of the members of GCO 5 Segonn.,Des unités spécialisées de la Task Force ont lancé au moins un drone explosif contre les positions des membres du GCO 5 Segonn.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Port-au-Prince,hti:1380bef9
112,incident,18.53297234,-72.34607697,2025-11-04,0,1,0,0,FALSE,1 explosive drone in Morne à Tuf,1 drone explosif à Morne à Tuf,Specialised Task Force units deployed at least a explosive drone ciblant the members of the GCO groups 5 Segonn and Gran Ravin during an operation.,Des unités spécialisées de la Task Force ont déployé au moins un drone explosif ciblant les membres des GCO 5 Segonn et Gran Ravin lors d'une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Morne à Tuf,hti:8caecc6e
113,incident,18.49695587,-72.32157135,2025-11-05,3,2,3,0,TRUE,3 killed in Laboule 12,3 tués à Laboule 12,Specialised Task Force units deployed at least two explosive drones to target the members of GCO Gran 5 Segonn retranchés in a zone montagneuse. At least a member of GCO and two civils were killed during of l’explosion.,Des unités spécialisées de la Task Force ont déployé au moins deux drones explosifs pour cibler les membres du GCO Gran 5 Segonn retranchés dans une zone montagneuse. Au moins un membre du GCO et deux civils ont été tués lors de l’explosion.,,,,,,,Ouest,Pétion-Ville,3e Section Etang du Jonc,Laboule 12,hti:7c3fec37
114,incident,18.53194618,-72.3404541,2025-11-06,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,PNH officers launched at least three explosive drones during an operation targeted against members of the GCO groups 5 Segonn and Gran Ravin.,Des agents de la PNH ont lancé au moins trois drones explosifs au cours d’une opération ciblée contre les membres des GCO 5 Segonn et Gran Ravin.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:0a4f4d59
115,incident,18.45282936,-72.31816864,2025-11-06,0,2,0,0,FALSE,2 explosive drones in Feça,2 drones explosifs à Feça,"Specialised PNH units deployed at least two explosive drones toward of the members of GCO 5 Segonn, as part of an operation aimed at dislodging them a locality.","Des unités spécialisées de la PNH ont déployé au moins deux drones explosifs en direction des membres du GCO 5 Segonn, dans le cadre d’une opération visant à les déloger d’une localité.",,,,,,,Ouest,Pétion-Ville,3e Section Etang du Jonc,Feça,hti:d105c07c
116,incident,18.53607368,-72.33973694,2025-11-08,0,1,0,0,FALSE,1 explosive drone in Centre-Ville,1 drone explosif à Centre-Ville,Officers from specialised PNH units used at least a explosive drone against members of the GCO groups Gran Ravin and 5 Segonn during an operation.,Des agents des unités spécialisées de la PNH ont utilisé au moins un drone explosif contre des membres des GCO Gran Ravin et 5 Segonn lors d'une opération.,,,,,,,Ouest,Port-au-Prince,1re Section Turgeau,Centre-Ville,hti:bb74414b
